Review,Label
"Tôi mới mua máy máy ngày nay.
Pin dưới 15% thì nhắn tin hay đại loại là đánh chử đó.nó muốn nhãy sao thì nhãy.muốn xóa thì tự xóa.bị lỗi vậy đó.
Rời tới phần chơi Game.mình chơi PUBG mà gắn tay nghe vào nó ko có nghe trong tay nghe .mà nó vũng ko Voice Chat được luôn.
Buồn quá mà",-1
"Lỗi đã đổi 1 lần , lần này thì bị 4g ... khi tắt 4g mở lên thì ko kết nối tắt máy khởi động lại mới kết nối đc .. quá thất vọng không biết phải làm sao đây..",-1
"Máy tốt, chụp hình rất đẹp, mắc phải một lỗi vô cùng khó chịu là mất kết nối 4G và 3G, máy chỉ chạy 2G. Khi khởi động lại thì bình thường nhưng sau một thời gian là máy lại không kết nối được.",-1
Muâ được 3 ngày. ngày thứ 3 bắt đầu phát sinh lỗi cảm ứng. cảm ứng bị đơ hoac tự nhảy lung tung,-1
"Bộ nhớ 128 ram 6g nhưng rất hay bị đơ máy chán trong khi máy mình chỉ dùng để nghe gọi chưa tải gi về máy, chán nhất là cảm biến vân tay",-1
"Chơi liên quân bị mất kết nối, mạng khỏe vô gì cũng được nhưng liên quân bị mất kết nối không chơi được, mong sớm khác phục",-1
Mua được 3 ngày. Ngày thứ 3 máy bị lỗi cảm ứng tự nhảy lung tung. Cảm ưng luc được lúc không phai tăt máy khởi động lại,-1
"Chơi liên quân bị lag, rồi mất kết nối, làm afk bị game trừ uy tính khắc phục mau đi",-1
"Đã sử dụng con A7 ram6...rom128 được 1 tuần...nhận xét chung... máy mượt...lướt đa nhiệm tốt... chơi pubg coi như lag không thấy đường bắn... còn 1 cái khuyết điểm to đùng là pin tuột quá là nhanh.... khi mình thử không sử dung...dể8 khóa màn hình sử dụng hiển thị  always on display... thì cứ 7 phút là tuột 1% pin...dù mới sạc đầy...
Còn sử dụng liên tục...dùng wifi thôi..thì 5 tiếng là từ 100% tuột còn 23%
Quá thất vọng",-1
Sản phẩm mới mua đc 2 ngay cá nhân thấy pin trâu cảm biến vân tay nhẫy mỗi game chơi liên quân không di chuyển đc..còn mọi cái ok,-1
"Máy thì mược nhưng có 1 cái vào chơi LQ nó cứ bảo đợi mạng làm mất uy tín, trong khi đó các game như BUBG lại chạy  ok",-1
Mới đổi con a7 2018 ram 4g sang con a7 2018 ram 6g chơi liên quân mobile vẫn bị mất kết nối mạng. Còn mọi tác vụ khác thì rất ok. Và pin xài dc hơn 1 ngày mới sạc ,-1
Điện thoại samsung thương hiệu mạnh mà chất lượng kém quá hỏng màn hình 2 lần rồi thay đi thay lại vứt điện thoại luôn quá chán,-1
"Dùng samsung dòng A5 2017 lỗi cảm ứng, chơi liên quân vuốt lên lại nhảy xuống sau đó vài con dòng A cũng vậy luôn, sau 2 năm sử dụng máy bị lỗi sạc vào pin, trong khi mình mua con máy qmobile q133 bàn phím giá 800k từ 2012 đến giờ mới bị hư pin chưa lỗi lầm gì cả, một điện thoại tiên tiến bao nhiêu năm còn thua điện thoại hàng thế kỷ vậy? Điện thoại tầm trung!?",-1
"Thất vọng về samsung vn,dùng được 11 tháng bị bung nắp lưng nhưng bị từ chối bảo hành,lấy phí sửa chữa 1m3, hazz thà mua luôn con khác",-1
"Máy tệ quá, chơi game cực yếu, sạt pin kén adater, sạt dự phòng cũng k dx, báo liên tục thiết bị sạt chậm khi dùng chung vs sạt dự phòng. Một lựa chọn tệ cho ae nào sd điện thoại liên tục.",-1
1 trải nghiệm tồi tệ về samsung từ giờ cạch samsung luôn máy thì chậm cảm ứng lỗi cảm ứng dùng nhanh hết pin nóng máy ,-1
Quá tệ. Chưa dk 3 tháng nửa là nó bị ghì máy .càng cập nhật càng tệ. Đang có ý định chia tay dòng samsung. 128gb. Quá nản,-1
"Đây là sản phẩm tệ nhất mà tôi từng thấy, từng mua. Sản phẩm chỉ đáng ở giá dưới 3tr đồng. Chất lượng không ra hồn. Gia công ọp ẹp. Phần mềm dỡ tệ, càng update càng lag giật",-1
"Bỏ 7tr mà mua cục tức vào người. Mua về cập nhật lên adr9 đợi 3 ngày cho nó ổn định hẳn ai ngờ vẫn vậy. Cảm ứng thì đơ đơ chơi liên quân dùng chiêu thì khỏi tốc biến bộc phá... Pin 3k3 thì cũng tạm ổn so với dung lượng đó. Cam thì f 1.7 khẩu độ thì lớn mà chụp hình quá tệ, hình bệt bệt khó chịu qá đi mấy dòng exynos này cũng k cài đc google camera nữa. Tổng kết là  tệ so với mức giá bỏ ra quá. 7triệu mua xiaomi mua ip qua sd còn ngon hơn nhiều. Ai xem được đánh giá thì nhớ xem xét kỹ rồi mua nhé.",-1
"Mới mua về là pin đã tụt rất nhanh, camera trc chụp k đẹp nếu đã có tô son môi thì nó làm đậm hơn nữa nhìn rất xấu. Thất vọng về A7. Màn hình wa dài bề ngang thì nhỏ. Chắc bỏ ssung lun wa.",-1
tôi không hiểu biết đt nên tôi đã sai khi tin tgdđ và mua đt này haha mua về sài đk 26 ngày thì tự dưng mất nguồn ( chưa lm rơi hay va đập mạnh ) mag ra tgđ mở đk rồi về lại tắt nguồn cứ như v 4 lần lần t4 mag đi kêu ktra bảo hành j j đó nếu lỗi thì đổi mang lên kt kêu ko bị j chạy phần mền là đươc ..... rồi sao mag về đk 2 ngày lại bị ( nhân viên nc giọng ghê lắm khẳnh địng ko bao giờ đk ) sau 2 ngày mang về nó lại bịđã hết thởi gian đổi trả nha mang ra thẳg ttbh của samsung ngt kêu hư màn hình j đó là và thay ...... vậy mà mag tới mag lui khẳng địng đt chị chỉ bị lỗi phần mền máy ko hề có lỗi hay j,-1
Quá tệ sau khi cập nhật máy cảm ứng k nhạy như trước và rất lì ứng dụng mong ad sớm khắc phục,-1
"Không ngờ hãng samsum lớn như vậy lại ra điện thoại kém chất lượng ghê, mới mua về sài không ưng ý rr, điện thoại bắt wifi kém, chơi game không đã, sài không mượn.... chuyển sài hãng khác là vừa rồi, không còn ham sài samsum",-1
"Thegioididong và samsung làm ăn quá tệ, máy hư không có người hỗ trợ, không có ai đứng ra giải quyết mà cứ đùn đẫy lẫn nhau, tớ viết lên đây anh em ai muốn mua máy thì tránh 2 hãng này ra, và tớ sẽ không bao giờ quay lại với Samsung và TGDD, anh em ai chưa mua máy nên chú ý.",-1
"Sai lầm khi mua máy này
 Máy quá tế. Máy dùng lỗi pin tụt nhanh nhưvtutj quần
Máy này quá kém. Thua xa máy xixaomi 2tr",-1
Mình khuyên các bạn đừng mua hàng bên điện máy xanh nữa.  Mình là khách hàng thân thiết mua rất nhiều hàng từ điện máy xanh mà làm ăn kg ra thể thống gì  Mua 1 cái điện thoại chạy 3 cái điện máy xanh kg lấy được hàng mua online thông qua ngân hàng acs.  Nhân viên điều mình chạy như con rối giữa cái nắng buổi trưa ,-1
"Đt chán.chơi game thì di chuyển 2 góc k được.đánh nhiều trận game cảm thấy rất nhàm chán
",-1
"Mua sử dụng được 1 tháng . Cập nhật lên androi 9 .Chơi game chậm, lag  bắt wjfi kém. Tệ hơn a5 2016 cũ.",-1
"Vừa cập nhật lên 9.0 giao diện xấu .lỗi khi chuyển ảnh, video từ máy qua thẻ nhớ không chuyển được .Trước không bị vậy ",-1
Lúc con android 8 thì máy chạy mượt. Đến khi cập nhật lên 9 thì mang lag liên tục .,-1
Mình dùng bản ram 6g Máy chơi liên quân bị văng liên tục. Tầm 5 trận văng 1 trận. ,-1
Mặc dù dùng bản ram 6g nhưng chơi liên quân cấu hình bình thường bị văng ra liên tục. Tầm 5 trận sẽ bị văng 1 trận rất khó chịu mặc dù máy mình ms tải chỉ có liên quân với 1 số ứng dụng nhỏ và dọn dẹp ram liên tục.,-1
Ad cho mình hỏi . Sao chơi liên quân ... mà thành đi chuyển bị dừng liên tục vậy... rất gây úc chế,-1
Máy khi vỗ nhẹ có tiếng kêu bên trong. Khi đem ra tgdd thì bảo không có gì. Thất vọng,-1
E mới mua con a7 đc 2 hôm thấy cực nhanh hết pin vậy có thể đem ra xem lại ko ạ .,-1
"tệ về mọi mặt, máy mau nóng mặt dù chỉ chơi game nhẹ offline, cảm biến vân tay thì 10 lần được 1 lần",-1
Máy ss a7 2018 e mới mua đc 1 tháng dùng bt nhưng giờ k hiểu sao e bật mạng lên thì nó xuôi mạng E trong khi đó e đã chọn chế độ mạng lite 4G 3G rồi và mỗi lần muốn nó trở về mạng lite 4g e lại phải khởi động lại máy rất là khó chịu ạ,-1
"Camera lấy nét chậm, ram thì 6g mà ko làm lol gì mất mẹ 2g , chơi game thì lag quá trời, blutut quá lâu, máy xài 4g mà lâu lâu bị đứng chữ e, pin nhanh hết , máy lol mua phí tiền chả dc cái gì.thời đại 4g chậm hơn 2g hồi nokia",-1
"Hao pin kinh khủng lướt web tầm 30 phút, hao 10% pin. Chế đọ chờ always on display qua đêm để 2g hao 10% pin. Xài được hơn 1 tuần rất thất vọng đã khôi phục cài đặt gốc nhưng k khắc phục được.",-1
Đt bị loạn cảm ứng khi chơi game rất khó chịu. Sặc pin 5 6 tiếng mới đầy. Thất vọng quá,-1
"Mua khoảng 1 tháng rồi 64gb có đổi thành 128gb dc k chứ bị lỗi mạng hoài, k lẻ cứ khởi động lại mãi",-1
Ghét cái cảm biến vân tay cực kì thử 10 nhận đc có 1 hoặt 2 lần  thay đổi vân tay liên tục thử có tốt hơn k vẫn vậy so sánh với oppo f9 cùng mức giá mà xài hơn nữa năm nhưng vẫn tốt hơn samsung thôi tạm biệt samsung ,-1
"Khi gọi điện ở ngoài đường hoặc nơi ồn ào tý là đầu bên kia nghe toàn tiếng ù út, kít kít rất khó chịu. Máy mới mua chưa được tuần.Bực mình!",-1
Chíp quá tệ chơi game kiểu đơ đơ không mượt .nói chung bạn nào mua chơi game thì nên xem  lại . Còn lại thì máy ok,-1
"Không biết có lỗi gì không nhưng pin kém quá, để chế độ chờ mỗi giờ mất 1% pin; lướt web, cụ thể là xem trang tgdd tầm 30 phút mất 8% pin",-1
"Chưa từng thấy 1 cái điện thoại nàp tệ như cái dòng A này của Samsung.
Mới ra thì đã  chưa tối ưu được đồ họa
Sau bản cập nhật 1/11/2018 thì chỉ fix xong cái lỗi đồ họa, xong cái lỗi đồ họa thì ra thêm cái lỗi không nhận 4G 3G mà nhận mỗi 2G"" chạy tốc độ E "" phải reboot mới khắc phục được.. dùng đc 2 3 ngày lại mất kết nối 3G 4G. Gửi bảo hành về tưởng ok ai dè 3 này lại bị mất kết nối 4g 3g mà nhân viên nó còn bảo khu anh chắc ko có 3g 4g mới đau chứ... 
Bản cập nhật 1/1/2019 tưởng fix lỗi kết nối sim, lại chã được gì. Mà càng sử dụng thì lại thấy chế độ 4G nó lởm kinh tởm, test thì ~4 5 chục Mbs mà load cái web hay face ko nổi, reboot đt liên tục cũng chẳng nhằm nhò gì.
Quá là thất vọng về Samsung.",-1
"Cảm nhận sau 2 tuần sd: máy mới mua mà ngốn pin khủng khiếp, camera bình thường không có gì đặc sắc hết :)) bắt wifi kém, ngày trước xài J7 prime bắt wifi đã lắm tui với 2 đứa bạn (tụi nó dùng ip) đi học hay bắt wifi ké lớp khác xài, lúc còn j7 prime thì chỉ có tui bắt nổi wifi, còn giờ 2 đứa nó xài vù vù còn tui thì hong vô wifi nổi  :((( chán thiệt sự. Chỉ cái ngốn pin với cái wifi này thui mà thất vọng tràn trề ",-1
"Máy mua được 1 tuần phải nói camera 24.  hết sức tệ chụp hình quá xấu trong khi làm độ phân giải cao như vậy,camera trước ko nhờ app thì rõ xấu và quá ảo,camera sau khỏi phải bàn chụp hình vừa xấu vừa bể",-1
Thất vọng về samsung ko bằng oppo f9 băng giá tiến bộ ra nữa còn mi8 connhon. Pin tượt qua nhanh xác thì lâu mới đây mua về ngay đầu tiên để qua đem 30% sáng mai thấy tật nguồn,-1
Pin rất tệ. Dù tắt hết các chương trình. Để nguồn sáng chế độ trung bình. Không kết nối mạng 3G hay wifi mà pin tuột rất nhanh. Trong 2 tiếng mà sụt 10%.,-1
Máy dùng được...PIN tụt nhanh ...và phải đổi máy cho đứa em và dùng lại iphone 6s plus...nói chung pin 3000 mà thua xa iphone 6s plus pin chỉ có 1900 nói chung còn lâu mới đuổi kịp được IOS,-1
"Máy bị nóng nữa thân trên. Pin tuột qua nhanh, xài bt k chơi game mà dùng chưa được 12 tiếng 1 ngày. ",-1
Kg êm hình rất mờ...... hối hận quá đi a6 êm hơn rất nhiều nên mua a6 anh chị ạ     ....,-1
"Mình mua a7 128GB lúc mới ra giá gần 9tr. h giảm thấy thương đã vậy còn đươc bảo hành 2 năm. haiz khá cay. nhưng tựu chung lại là có một số đánh giá sau. Đã đánh giá thì phải có tốt có xấu Trước tiên là tốt: - Camera đẹp. chụp góc rộng ok. xóa phông tạm - bộ nhớ lớn, thoải mái lưu trữ. - chế độ màn hình luôn sáng rất hay có thể thay thế hình ảnh các kiểu. mình rất thích cái này - xử lý tốt, nhanh chóng. mình mua chủ yếu là làm việc quà chơi liên quân, Pubg mobile. thì thấy tất cả đều tốt - ram 6gb. chạy đa nhiệm rất tốt Khen xong rồi giờ tới chê - mặt lưng bám vân tay kinh khủng - viền màn hình hơi dày ( do mình thích tràn viền) - không có sạc nhanh - Loa máy cực kì tệ ( cái này mình sẽ phân tích thêm) Về việc tại sao mình nói loa máy rất tệ. là do khi mình mua về mình đã gặp trục trặc khúc này. mình đang xem youtube thì có cuộc gọi đến mình bắt máy nghe, và sau khi kết thúc cuộc gọi thì âm thanh xem trên youtube chuyển vào luôn loa trong ( chỉ nghe được bằng loa trong) loa ngoài điếc ngắt luôn. không biết làm sao chuyển nó trở lại loa ngoài, lúc đầu mình cảm thấy sao nghe tiếng nhỏ hẳn đi, nhưng mãi đến hôm sau mới biết là nghe nhỏ do máy đang phát tiếng bằng loa trong ( loa để nghe gọi). bất lực mình reset máy thử thì máy trở lại bình thường tức là phát nhạc và video bằng loa ngoài, và sau đó có bị vài lần nữa, méo biết tại sao. cho là do lỗi phần mềm đi. và nhờ vào đó mà mình có để ý tới cái loa ngoài. loa ngoài nghe rất tệ, phải nói là những âm cao ( âm thông báo, âm reo lúc đang gọi zalo, âm reo lúc gọi facebook) tất cả những âm đó đều bị rè. Mình có đem ra thế giới di động Tân An, Long An bảo hành 1 đổi 1 nhưng nhân viên báo máy không bị gì và lấy thử 1 cái máy a7 128gb mới khác cho mình test. Kết quả sau khi mình test rất kỹ là ở những âm đó trên máy mới nó còn rè hơn cả máy mình. nên mình nghĩ là do loa A7 tệ. nhân tiện vì có cái đt mình mà mình đem ra tgdd Tân An Long An nhiều lần và phàn nàn nhưng nhân viên ở đó phục vụ rất tốt, mình rất hài lòng về cách phục vụ của nhân viên ở đây ( từ chú bảo vệ giữ xe đến cả các bạn nhân viên bị mình phàn nàn và cả anh chị quản lý). mặc dù khó chịu về cái đt nhưng thôi cũng cho qua.",-1
